filename,zip_source,path_in_zip,dataset_source,in_previous_dataset,original_class,canonical_class,display_name,crop,disease,healthy,group_id,split
fc9b06c8-7c63-445d-9858-a5a0c7be719b___RS_LB 3273_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___Late_blight/fc9b06c8-7c63-445d-9858-a5a0c7be719b___RS_LB 3273_180deg.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,fc9b06c8-7c63-445d-9858-a5a0c7be719b,test
fc9b06c8-7c63-445d-9858-a5a0c7be719b___RS_LB 3273_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/fc9b06c8-7c63-445d-9858-a5a0c7be719b___RS_LB 3273_flipTB.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,fc9b06c8-7c63-445d-9858-a5a0c7be719b,test
fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___Late_blight/fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,fcc8393e-18f5-48c2-bd87-a0dabc151810,test
fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___Late_blight/fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029_180deg.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,fcc8393e-18f5-48c2-bd87-a0dabc151810,test
fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___Late_blight/fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029_flipTB.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,fcc8393e-18f5-48c2-bd87-a0dabc151810,test
05a51957-779c-4a2f-bf2a-d1fb03947793___RS_LB 4772.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/05a51957-779c-4a2f-bf2a-d1fb03947793___RS_LB 4772.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,05a51957-779c-4a2f-bf2a-d1fb03947793,test
13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,13b1b19c-6720-4238-b384-4c86ea119ace,test
1b8ae46e-1202-4715-8ad1-fd18046c42d3___RS_LB 3880.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/1b8ae46e-1202-4715-8ad1-fd18046c42d3___RS_LB 3880.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,1b8ae46e-1202-4715-8ad1-fd18046c42d3,test
2c1218c8-eaea-4f5a-be4b-34e34a705063___RS_LB 2530.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/2c1218c8-eaea-4f5a-be4b-34e34a705063___RS_LB 2530.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,2c1218c8-eaea-4f5a-be4b-34e34a705063,test
37c1e3d4-e54b-431a-b370-2a506b6026a2___RS_LB 4461.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/37c1e3d4-e54b-431a-b370-2a506b6026a2___RS_LB 4461.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,37c1e3d4-e54b-431a-b370-2a506b6026a2,test
7c0ff85c-0a94-4ba3-9abf-010ba81a4780___RS_LB 4003.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/7c0ff85c-0a94-4ba3-9abf-010ba81a4780___RS_LB 4003.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,7c0ff85c-0a94-4ba3-9abf-010ba81a4780,test
7e1b19fc-c79d-4898-9e69-9843dd8aa1b6___RS_LB 3137.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/7e1b19fc-c79d-4898-9e69-9843dd8aa1b6___RS_LB 3137.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,7e1b19fc-c79d-4898-9e69-9843dd8aa1b6,test
8f93f47b-2ee7-482b-9e18-20af5eb98d79___RS_LB 4889.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/8f93f47b-2ee7-482b-9e18-20af5eb98d79___RS_LB 4889.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,8f93f47b-2ee7-482b-9e18-20af5eb98d79,test
bbdf98a1-9e54-4afd-bdfc-870d91627a52___RS_LB 2853.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/bbdf98a1-9e54-4afd-bdfc-870d91627a52___RS_LB 2853.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,bbdf98a1-9e54-4afd-bdfc-870d91627a52,test
bbdf98a1-9e54-4afd-bdfc-870d91627a52___RS_LB 2853_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/bbdf98a1-9e54-4afd-bdfc-870d91627a52___RS_LB 2853_180deg.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,bbdf98a1-9e54-4afd-bdfc-870d91627a52,test
bbdf98a1-9e54-4afd-bdfc-870d91627a52___RS_LB 2853_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___Late_blight/bbdf98a1-9e54-4afd-bdfc-870d91627a52___RS_LB 2853_flipTB.JPG,new_dataset,True,Potato___Late_blight,potato_late_blight,Potato - Late Blight,Potato,Late Blight,False,bbdf98a1-9e54-4afd-bdfc-870d91627a52,test
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_270deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_90deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_flipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new200degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new200degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new200degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new200degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new30degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new30degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new30degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new90degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new90degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_180deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_flipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new90degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_new90degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newGGR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newGGR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newGRR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newGRR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newPixel25.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864_newPixel25.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,00fc2ee5-729f-4757-8aeb-65c3355874f2,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_180deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_270deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_90deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_flipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_flipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new200degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new200degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new200degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new200degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new30degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new30degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new90degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new90degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newGGR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newGGR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newGRR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newGRR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new30degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new90degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_new90degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newPixel25.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830_newPixel25.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,03da9931-e514-4cc7-b04a-8f474a133ce5,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_180deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_270deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_270deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_flipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_flipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_flipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_flipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new200degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new200degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new200degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new200degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new30degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new30degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new30degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new30degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new90degFlipLR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new90degFlipLR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new90degFlipTB.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_new90degFlipTB.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newGGR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newGGR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newGRR.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newGRR.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newPixel25.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_newPixel25.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_90deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/valid/Potato___healthy/04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930_90deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,04481ca2-f94c-457e-b785-1ac05800b7ec,train
046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,046641c1-f837-49eb-b5f2-4109910a027c,train
046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_180deg.JPG,newplantarchive.zip,New Plant Diseases Dataset(Augmented)/New Plant Diseases Dataset(Augmented)/train/Potato___healthy/046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878_180deg.JPG,new_dataset,True,Potato___healthy,potato_healthy,Potato - Healthy,Potato,Healthy,True,046641c1-f837-49eb-b5f2-4109910a027c,train
